GameNumber,Date,Color,Opponent,Result,Outcome,MyElo,OpponentElo,TimeControl,ECO,Opening,Termination,Site,NumPlies
5621,2025.11.01,Black,i6uBeHbi,1-0,Loss,478,582,180+2,B20,,i6uBeHbi won on time,Chess.com,77
5622,2025.11.01,Black,zackntpt,0-1,Win,487,503,180+2,B28,,KatsMeow23 won by checkmate,Chess.com,58
5623,2025.11.01,White,mhmdyasser00,0-1,Loss,480,541,180+2,C02,,mhmdyasser00 won by checkmate,Chess.com,186
5624,2025.11.02,White,xx_oxyde_xx,1-0,Win,488,481,180+2,C02,,KatsMeow23 won by checkmate,Chess.com,69
5625,2025.11.02,Black,angsall,0-1,Win,495,453,180+2,A00,,KatsMeow23 won by checkmate,Chess.com,52
5626,2025.11.02,Black,Mustelaermina,1-0,Loss,489,578,180+2,B28,,Mustelaermina won on time,Chess.com,57
5627,2025.11.02,White,cestdani,1-0,Win,495,383,180+2,C45,,KatsMeow23 won by checkmate,Chess.com,63
5628,2025.11.02,White,marcosnardi,0-1,Loss,488,533,180+2,B12,,marcosnardi won on time,Chess.com,56
5629,2025.11.02,Black,Niclya,0-1,Win,497,513,180+2,B28,,KatsMeow23 won by checkmate,Chess.com,48
5630,2025.11.02,Black,artistarjun,1-0,Loss,489,520,180+2,A00,,artistarjun won on time,Chess.com,55
5631,2025.11.02,White,Dniel00l,0-1,Loss,1021,1029,600,A40,,Dniel00l won by resignation,Chess.com,38
5632,2025.11.02,Black,Liamsy,0-1,Win,1029,1016,600,B40,,KatsMeow23 won by checkmate,Chess.com,70
5633,2025.11.02,White,SidanPristel,0-1,Loss,481,499,180+2,B12,,SidanPristel won by checkmate,Chess.com,66
5634,2025.11.02,White,vanitas0102,1-0,Win,488,405,180+2,C47,,KatsMeow23 won by resignation,Chess.com,17
5635,2025.11.02,Black,DeadinKabul,0-1,Win,496,463,180+2,C00,,KatsMeow23 won by checkmate,Chess.com,42
5636,2025.11.02,Black,PHN68,1-0,Loss,1021,1017,600,B28,,PHN68 won by checkmate,Chess.com,33
5637,2025.11.02,White,qaneldar,1-0,Win,1029,995,600,C45,,KatsMeow23 won - game abandoned,Chess.com,19
5638,2025.11.02,White,edalmonsa,0-1,Loss,1021,1039,600,A40,,edalmonsa won by checkmate,Chess.com,62
5639,2025.11.03,Black,Sauravmutkule,0-1,Win,503,445,180+2,B30,,KatsMeow23 won by resignation,Chess.com,28
5640,2025.11.03,White,peter_sbr,1-0,Win,511,505,180+2,C47,,KatsMeow23 won by resignation,Chess.com,33
5641,2025.11.03,Black,booka_shade,0-1,Win,520,549,180+2,B40,,KatsMeow23 won on time,Chess.com,42
5642,2025.11.04,White,hyiihyiyh,0-1,Loss,510,457,180+2,B10,,hyiihyiyh won by checkmate,Chess.com,34
5643,2025.11.04,Black,koksumam2137,0-1,Win,518,514,180+2,B28,,KatsMeow23 won by resignation,Chess.com,32
5644,2025.11.04,White,zBo917,0-1,Loss,508,449,180+2,A43,,zBo917 won on time,Chess.com,50
5645,2025.11.04,Black,Shohjahon-004,1-0,Loss,1013,1010,600,C00,,Shohjahon-004 won by resignation,Chess.com,109
5646,2025.11.05,White,call_me_mark,0-1,Loss,500,499,180+2,D02,,call_me_mark won on time,Chess.com,84
5647,2025.11.05,Black,jhffghhjj,0-1,Win,508,504,180+2,A43,,KatsMeow23 won by resignation,Chess.com,31
5648,2025.11.05,Black,slyCola,1-0,Loss,500,515,180+2,B28,,slyCola won on time,Chess.com,141
5649,2025.11.06,White,Anasvel,0-1,Loss,494,575,180+2,D02,,Anasvel won on time,Chess.com,66
5650,2025.11.06,White,HecterLopez,0-1,Loss,485,461,180+2,C44,,HecterLopez won by checkmate,Chess.com,82
5651,2025.11.06,White,Trevett76,1-0,Win,494,505,180+2,C45,,KatsMeow23 won by resignation,Chess.com,25
5652,2025.11.06,Black,Casmon-roy,1-0,Loss,487,528,180+2,A40,,Casmon-roy won by checkmate,Chess.com,63
5653,2025.11.06,Black,lambertgv,0-1,Win,495,488,180+2,C00,,KatsMeow23 won on time,Chess.com,64
5654,2025.11.06,Black,PatEzG,0-1,Win,503,502,180+2,B40,,KatsMeow23 won on time,Chess.com,88
5655,2025.11.06,White,Bajaj999,0-1,Loss,495,492,180+2,C42,,Bajaj999 won on time,Chess.com,44
5656,2025.11.06,Black,BADIR_ALMAHROOS,1-0,Loss,487,520,180+2,B30,,BADIR_ALMAHROOS won on time,Chess.com,43
5657,2025.10.29,Black,eddys0907,0-1,Win,956,875,1/259200,B01,,KatsMeow23 won by resignation,Chess.com,72
5658,2025.11.07,White,acingg1,0-1,Loss,481,562,180+2,C40,,acingg1 won by resignation,Chess.com,12
5659,2025.11.07,White,itsali2,1-0,Win,490,533,180+2,A04,,KatsMeow23 won by checkmate,Chess.com,45
5660,2025.11.07,Black,Thom57685,1-0,Loss,482,500,180+2,A43,,Thom57685 won on time,Chess.com,59
5661,2025.11.07,White,Shinobiyo,0-1,Loss,475,514,180+2,C45,,Shinobiyo won by resignation,Chess.com,20
5662,2025.11.07,Black,lbach235,1-0,Loss,467,494,180+2,B28,,lbach235 won on time,Chess.com,61
5663,2025.10.06,White,alcovski,0-1,Loss,937,877,1/259200,A03,,alcovski won by resignation,Chess.com,128
5664,2025.11.07,White,That_guy_tim,1-0,Win,477,531,180+2,B08,,KatsMeow23 won by resignation,Chess.com,39
5665,2025.11.07,Black,alexandregirbal,1-0,Loss,469,500,180+2,B28,,alexandregirbal won on time,Chess.com,79
5666,2025.11.07,Black,Griff131,1-0,Loss,461,492,180+2,B21,,Griff131 won on time,Chess.com,69
5667,2025.11.08,White,Psycodaddy,1-0,Win,469,434,180+2,B01,,KatsMeow23 won by resignation,Chess.com,13
5668,2025.11.08,White,gabesokolowski,1-0,Win,478,493,180+2,B01,,KatsMeow23 won by resignation,Chess.com,37
5669,2025.11.08,Black,Maximm05,0-1,Win,487,511,180+2,B28,,KatsMeow23 won - game abandoned,Chess.com,14
5670,2025.11.08,Black,chessisgreat_391,0-1,Win,495,475,180+2,B40,,KatsMeow23 won by resignation,Chess.com,46
5671,2025.11.08,White,Julianlopez1201,1-0,Win,503,497,180+2,C45,,KatsMeow23 won by checkmate,Chess.com,59
5672,2025.11.08,Black,ibrAhiMkhalilv,1-0,Loss,494,488,180+2,B28,,ibrAhiMkhalilv won on time,Chess.com,53
5673,2025.11.08,White,senar1st,1-0,Win,502,474,180+2,C45,,KatsMeow23 won by resignation,Chess.com,40
5674,2025.11.09,White,blackthroatedblue,0-1,Loss,496,586,180+2,D02,,blackthroatedblue won on time,Chess.com,64
5675,2025.11.09,White,paragpol,1-0,Win,504,491,180+2,C45,,KatsMeow23 won by checkmate,Chess.com,51
5676,2025.11.09,Black,bowser_123,0-1,Win,512,475,180+2,B28,,KatsMeow23 won by resignation,Chess.com,49
5677,2025.11.09,Black,aaryansarnaik,1-0,Loss,505,545,180+2,B28,,aaryansarnaik won on time,Chess.com,65
5678,2025.11.09,Black,eracer59,1-0,Loss,1005,1009,600,B28,,eracer59 won by resignation,Chess.com,79
5679,2025.11.09,White,Bossmafioso19,0-1,Loss,497,518,180+2,C45,,Bossmafioso19 won on time,Chess.com,38
5680,2025.11.09,Black,krissfin1,1-0,Loss,489,490,180+2,B28,,krissfin1 won on time,Chess.com,71
5681,2025.11.09,White,TheRobbo26,1/2-1/2,Draw,490,511,180+2,B10,,Game drawn by stalemate,Chess.com,101
5682,2025.11.10,Black,alcardoso22,1-0,Loss,482,491,180+2,B28,,alcardoso22 won on time,Chess.com,39
5683,2025.11.10,Black,drnkbee,0-1,Win,490,483,180+2,B20,,KatsMeow23 won by resignation,Chess.com,30
5684,2025.11.10,White,0LinShixuanloveWuZiyu0,0-1,Loss,482,489,180+2,B33,,0LinShixuanloveWuZiyu0 won by checkmate,Chess.com,104
5685,2025.11.10,Black,ks8881,0-1,Win,489,453,180+2,B28,,KatsMeow23 won by resignation,Chess.com,10
5686,2025.11.10,White,ilzamz,0-1,Loss,481,507,180+2,C43,,ilzamz won by checkmate,Chess.com,50
5687,2025.11.10,White,Pedro10218,1-0,Win,489,474,180+2,B12,,KatsMeow23 won on time,Chess.com,51
5688,2025.11.10,Black,paulanthonygilmore,0-1,Win,496,459,180+2,B28,,KatsMeow23 won on time,Chess.com,44
5689,2025.11.11,White,charcoalbbq,1-0,Win,504,476,180+2,C45,,KatsMeow23 won by checkmate,Chess.com,77
5690,2025.11.11,White,g-helmer,1-0,Win,512,496,180+2,C45,,KatsMeow23 won by checkmate,Chess.com,43
5691,2025.11.11,Black,mvros3,0-1,Win,520,497,180+2,B28,,KatsMeow23 won by resignation,Chess.com,98
5692,2025.11.11,Black,Quinqx_2,0-1,Win,528,509,180+2,B20,,KatsMeow23 won - game abandoned,Chess.com,32
5693,2025.11.11,Black,e_baggins,0-1,Win,1013,1004,600,A43,,KatsMeow23 won by resignation,Chess.com,88
5694,2025.11.11,White,cruxmove,1-0,Win,535,484,180+2,C45,,KatsMeow23 won on time,Chess.com,57
5695,2025.11.12,White,ArtiieL,1-0,Win,544,575,180+2,A04,,KatsMeow23 won by checkmate,Chess.com,109
5696,2025.11.12,Black,chcalderon,1-0,Loss,535,495,180+2,B23,,chcalderon won by resignation,Chess.com,43
5697,2025.11.12,White,runkingss,1-0,Win,542,500,180+2,A40,,KatsMeow23 won by checkmate,Chess.com,45
5698,2025.11.12,White,Sahil1nadex,1-0,Win,551,561,180+2,A45,,KatsMeow23 won by checkmate,Chess.com,21
5699,2025.11.12,Black,arkkedia,0-1,Win,558,502,180+2,B28,,KatsMeow23 won on time,Chess.com,44
5700,2025.11.12,Black,cubanfire21,1-0,Loss,551,615,180+2,B20,,cubanfire21 won on time,Chess.com,57
5701,2025.11.12,White,fkofoekrktkvoxpa,0-1,Loss,1005,1029,600,A40,,fkofoekrktkvoxpa won by resignation,Chess.com,34
5702,2025.11.13,Black,un_choice,0-1,Win,559,537,180+2,A43,,KatsMeow23 won by checkmate,Chess.com,84
5703,2025.11.13,White,FL2334,0-1,Loss,550,537,180+2,B01,,FL2334 won on time,Chess.com,36
5704,2025.11.13,Black,Noswar78,1-0,Loss,542,562,180+2,B20,,Noswar78 won on time,Chess.com,67
5705,2025.11.14,White,jtmatias,0-1,Loss,997,1026,600,C45,,jtmatias won by resignation,Chess.com,66
5706,2025.11.14,Black,ibrahimrmc,1-0,Loss,534,554,180+2,B40,,ibrahimrmc won on time,Chess.com,29
5707,2025.11.14,White,fancyfencer,0-1,Loss,526,558,180+2,C02,,fancyfencer won on time,Chess.com,86
5708,2025.11.14,Black,tfos31,1-0,Loss,518,530,180+2,A40,,tfos31 won on time,Chess.com,49
5709,2025.11.15,White,dominator-c,0-1,Loss,510,510,180+2,C45,,dominator-c won on time,Chess.com,54
5710,2025.11.15,White,ahmedmahdy1997,1-0,Win,517,464,180+2,D02,,KatsMeow23 won by resignation,Chess.com,85
5711,2025.11.15,Black,Vttq962525,0-1,Win,524,452,180+2,C00,,KatsMeow23 won by resignation,Chess.com,104
5712,2025.11.15,Black,RuloBust,0-1,Win,531,470,180+2,B28,,KatsMeow23 won by checkmate,Chess.com,52
5713,2025.11.15,White,Snaiper0,0-1,Loss,523,546,180+2,D02,,Snaiper0 won on time,Chess.com,60
5714,2025.11.15,White,egor_4323,1-0,Win,530,477,180+2,C45,,KatsMeow23 won by checkmate,Chess.com,63
5715,2025.11.15,White,gonzalo-jp,1-0,Win,537,465,180+2,C47,,KatsMeow23 won by checkmate,Chess.com,93
5716,2025.11.15,Black,Wolverinetng,0-1,Win,545,517,180+2,B40,,KatsMeow23 won by resignation,Chess.com,48
5717,2025.11.15,Black,wojciechkazulak,0-1,Win,553,534,180+2,B28,,KatsMeow23 won by resignation,Chess.com,21
5718,2025.11.15,White,RasmusRoss,1-0,Win,561,562,180+2,C45,,KatsMeow23 won by checkmate,Chess.com,41
5719,2025.11.15,Black,SntLobster,1/2-1/2,Draw,561,560,180+2,A35,,Game drawn by insufficient material,Chess.com,119
5720,2025.11.15,Black,meetokong,0-1,Win,569,537,180+2,C00,,KatsMeow23 won - game abandoned,Chess.com,50
5721,2025.11.15,White,biruley1,1-0,Win,576,540,180+2,C45,,KatsMeow23 won by checkmate,Chess.com,79
5722,2025.11.16,Black,geloniusmaximus,1-0,Loss,569,641,180+2,B28,,geloniusmaximus won by checkmate,Chess.com,53
5723,2025.11.16,White,PleadingJoker2,0-1,Loss,561,569,180+2,B08,,PleadingJoker2 won by resignation,Chess.com,74
5724,2025.11.16,Black,zebreman,1-0,Loss,553,574,180+2,B40,,zebreman won on time,Chess.com,81
5725,2025.11.16,Black,jessielivermore,0-1,Win,561,543,180+2,B20,,KatsMeow23 won on time,Chess.com,90
5726,2025.11.16,Black,SoufianeAhdil,0-1,Win,568,528,180+2,A43,,KatsMeow23 won on time,Chess.com,52
5727,2025.11.16,White,Zain-Nawlo,1-0,Win,576,568,180+2,C45,,KatsMeow23 won by checkmate,Chess.com,27
5728,2025.11.16,White,Condit99,1-0,Win,584,577,180+2,C41,,KatsMeow23 won by resignation,Chess.com,37
5729,2025.11.16,Black,naturligt,0-1,Win,592,594,180+2,A00,,KatsMeow23 won on time,Chess.com,58
5730,2025.11.16,White,kalesh1,1-0,Win,600,580,180+2,C45,,KatsMeow23 won by checkmate,Chess.com,39
5731,2025.11.16,Black,redwhite86,0-1,Win,609,652,180+2,A43,,KatsMeow23 won on time,Chess.com,54
5732,2025.11.17,White,KINU51,1-0,Win,617,594,180+2,C45,,KatsMeow23 won by checkmate,Chess.com,59
5733,2025.11.17,Black,deepakkansra,0-1,Win,625,626,180+2,B20,,KatsMeow23 won on time,Chess.com,56
5734,2025.11.17,White,blogrider,0-1,Loss,617,627,180+2,C40,,blogrider won by checkmate,Chess.com,26
5735,2025.11.17,White,DragonHallZ,1-0,Win,625,622,180+2,C02,,KatsMeow23 won on time,Chess.com,41
5736,2025.11.18,Black,alexvqro,0-1,Win,634,682,180+2,B28,,KatsMeow23 won by checkmate,Chess.com,50
5737,2025.11.18,White,cbmcpa53,1-0,Win,642,643,180+2,A03,,KatsMeow23 won - game abandoned,Chess.com,61
5738,2025.11.19,Black,LeeoFlores,0-1,Win,649,610,180+2,A43,,KatsMeow23 won on time,Chess.com,62
5739,2025.11.19,Black,nicktytarenko,0-1,Win,658,667,180+2,B21,,KatsMeow23 won on time,Chess.com,48
5740,2025.11.19,White,Yquienlodecidio,0-1,Loss,650,655,180+2,B01,,Yquienlodecidio won by resignation,Chess.com,44
5741,2025.11.19,Black,NoobMasterSB07,1/2-1/2,Draw,649,615,180+2,B40,,Game drawn by timeout vs insufficient material,Chess.com,114
5742,2025.11.19,White,kint_512,0-1,Loss,641,716,180+2,C47,,kint_512 won by resignation,Chess.com,52
5743,2025.11.19,Black,blebhq,0-1,Win,649,639,180+2,B28,,KatsMeow23 won by resignation,Chess.com,36
5744,2025.11.20,White,tuteArgentina,1-0,Win,657,620,180+2,C45,,KatsMeow23 won on time,Chess.com,75
5745,2025.11.20,White,KetumPartai,1-0,Win,663,550,180+2,C40,,KatsMeow23 won - game abandoned,Chess.com,17
5746,2025.11.20,White,loags33,1-0,Win,671,676,180+2,C47,,KatsMeow23 won by checkmate,Chess.com,45
5747,2025.11.20,Black,365sara,1-0,Loss,664,701,180+2,B20,,365sara won on time,Chess.com,55
5748,2025.11.20,White,zburghardt,0-1,Loss,656,674,180+2,B45,,zburghardt won on time,Chess.com,42
5749,2025.11.20,Black,deluchador,1-0,Loss,989,991,600,B20,,deluchador won by checkmate,Chess.com,65
5750,2025.11.21,Black,0prz,1-0,Loss,648,648,180+2,B28,,0prz won on time,Chess.com,25
5751,2025.11.21,Black,GrandadWithers,1-0,Loss,640,664,180+2,C00,,GrandadWithers won on time,Chess.com,59
5752,2025.11.21,White,mdrash,0-1,Loss,632,653,180+2,C45,,mdrash won on time,Chess.com,120
5753,2025.11.21,Black,Ciramanna,1-0,Loss,624,660,180+2,B22,,Ciramanna won on time,Chess.com,57
5754,2025.11.21,White,AroP92,0-1,Loss,981,1002,600,B40,,AroP92 won on time,Chess.com,94
5755,2025.11.22,Black,drewnichs,0-1,Win,632,599,180+2,A43,,KatsMeow23 won by checkmate,Chess.com,52
5756,2025.11.22,White,pinku_98,1-0,Win,640,623,180+2,C45,,KatsMeow23 won by resignation,Chess.com,81
5757,2025.11.22,White,m7gzz,1-0,Win,650,716,180+2,B07,,KatsMeow23 won - game abandoned,Chess.com,21
5758,2025.11.22,White,Ruze09,0-1,Loss,640,573,180+2,C47,,Ruze09 won on time,Chess.com,88
5759,2025.11.22,Black,yzeuse,1-0,Loss,631,593,180+2,B28,,yzeuse won by checkmate,Chess.com,43
5760,2025.11.22,White,Rumahliar,1-0,Win,639,604,180+2,C45,,KatsMeow23 won on time,Chess.com,51
5761,2025.11.22,Black,luisbalderascruz,0-1,Win,647,651,180+2,A40,,KatsMeow23 won on time,Chess.com,52
5762,2025.11.22,White,Rrostam12r,0-1,Loss,639,661,180+2,C41,,Rrostam12r won on time,Chess.com,66
5763,2025.11.22,Black,yamenmmm,0-1,Win,647,616,180+2,C00,,KatsMeow23 won by checkmate,Chess.com,62
5764,2025.11.22,White,rrosh1555,1-0,Win,654,608,180+2,C45,,KatsMeow23 won by checkmate,Chess.com,25
5765,2025.11.22,Black,Edualgonz,0-1,Win,663,677,180+2,B22,,KatsMeow23 won by resignation,Chess.com,44
5766,2025.11.22,Black,Shunior16,0-1,Win,671,675,180+2,B30,,KatsMeow23 won by checkmate,Chess.com,26
5767,2025.11.22,White,soldiers0,1-0,Win,678,623,180+2,B33,,KatsMeow23 won - game abandoned,Chess.com,29
5768,2025.11.22,White,Bazou007,0-1,Loss,670,669,180+2,B01,,Bazou007 won by checkmate,Chess.com,54
5769,2025.11.22,Black,AMGAD_ALMASRY,0-1,Win,678,666,180+2,B30,,KatsMeow23 won by checkmate,Chess.com,38
5770,2025.11.22,White,checkYourMate6,0-1,Loss,670,669,180+2,B50,,checkYourMate6 won on time,Chess.com,56
5771,2025.11.22,White,dantespicy,1-0,Win,678,670,180+2,C45,,KatsMeow23 won - game abandoned,Chess.com,77
5772,2025.11.22,Black,gian-barella,0-1,Win,686,656,180+2,B28,,KatsMeow23 won on time,Chess.com,66
5773,2025.11.22,Black,EzzTohamy,0-1,Win,694,669,180+2,B28,,KatsMeow23 won on time,Chess.com,52
5774,2025.11.22,Black,friendlyman_Canada49,1-0,Loss,687,726,180+2,B30,,friendlyman_Canada49 won on time,Chess.com,63
5775,2025.11.23,White,zzizzoo,0-1,Loss,681,767,180+2,C45,,zzizzoo won by checkmate,Chess.com,64
5776,2025.11.23,White,Gazibara,0-1,Loss,672,664,180+2,B12,,Gazibara won by checkmate,Chess.com,88
5777,2025.11.23,Black,YIPPIKIYAY2913,0-1,Win,680,653,180+2,B20,,KatsMeow23 won by checkmate,Chess.com,54
5778,2025.11.23,Black,MoBasahi,0-1,Win,688,669,180+2,A65,,KatsMeow23 won by checkmate,Chess.com,60
5779,2025.11.23,White,SweepOuut,1-0,Win,990,997,600,B08,,KatsMeow23 won by resignation,Chess.com,71
5780,2025.11.23,Black,geirrrr,1-0,Loss,681,718,180+2,A01,,geirrrr won on time,Chess.com,59
5781,2025.11.23,White,GianlucaNardini,1-0,Win,689,684,180+2,C45,,KatsMeow23 won on time,Chess.com,65
5782,2025.11.23,White,Anfavi,1-0,Win,698,715,180+2,C47,,KatsMeow23 won by resignation,Chess.com,35
5783,2025.11.23,Black,Hamroush_WE,0-1,Win,706,692,180+2,B20,,KatsMeow23 won by checkmate,Chess.com,76
5784,2025.11.23,Black,cromatifredo,0-1,Win,714,712,180+2,B28,,KatsMeow23 won on time,Chess.com,68
5785,2025.11.23,Black,UNCfever,0-1,Win,721,685,180+2,A40,,KatsMeow23 won on time,Chess.com,60
5786,2025.11.23,White,DSC00,1-0,Win,730,744,180+2,B40,,KatsMeow23 won by resignation,Chess.com,33
5787,2025.11.24,Black,fersone1400,0-1,Win,738,733,180+2,A00,,KatsMeow23 won by checkmate,Chess.com,64
5788,2025.11.25,Black,SMontagneri,1-0,Loss,730,754,180+2,B28,,SMontagneri won on time,Chess.com,93
5789,2025.11.26,White,Tranhoa3103,1-0,Win,737,686,180+2,C45,,KatsMeow23 won on time,Chess.com,65
5790,2025.11.26,Black,worldofchesscraft,0-1,Win,743,652,180+2,A43,,KatsMeow23 won by checkmate,Chess.com,28
5791,2025.11.26,White,HergyHerg,0-1,Loss,736,781,180+2,B10,,HergyHerg won on time,Chess.com,84
5792,2025.11.26,White,newtontlod,1-0,Win,744,749,180+2,B30,,KatsMeow23 won by resignation,Chess.com,43
5793,2025.11.26,Black,Ognuf,1-0,Loss,736,749,180+2,A43,,Ognuf won on time,Chess.com,47
5794,2025.11.26,Black,innerbeastx_dota,0-1,Win,744,713,180+2,A40,,KatsMeow23 won by checkmate,Chess.com,100
5795,2025.11.27,White,ffranku,0-1,Loss,736,767,180+2,A03,,ffranku won by checkmate,Chess.com,48
5796,2025.11.27,White,pralievamantai,1-0,Win,744,720,180+2,C40,,KatsMeow23 won by checkmate,Chess.com,67
5797,2025.11.27,Black,mariusbogota,1-0,Loss,733,636,180+2,B28,,mariusbogota won by resignation,Chess.com,76
5798,2025.11.28,Black,husseldune,0-1,Win,739,633,180+2,B20,,KatsMeow23 won - game abandoned,Chess.com,24
5799,2025.11.28,White,tatasaurio69,1-0,Win,747,744,180+2,C45,,KatsMeow23 won by resignation,Chess.com,123
5800,2025.11.29,White,zscott06,1-0,Win,755,734,180+2,B36,,KatsMeow23 won by checkmate,Chess.com,85
5801,2025.11.29,Black,VMoney42,0-1,Win,764,776,180+2,B40,,KatsMeow23 won by resignation,Chess.com,66
5802,2025.11.29,White,Tuff90,1-0,Win,774,854,180+2,C45,,KatsMeow23 won on time,Chess.com,59
5803,2025.11.29,Black,KarnaAbhimanyu,1-0,Loss,767,804,180+2,A00,,KarnaAbhimanyu won on time,Chess.com,79
5804,2025.11.29,Black,Aldrin1904,1-0,Loss,982,983,600,B28,,Aldrin1904 won on time,Chess.com,89
5805,2025.11.29,White,akshayrajwar,0-1,Loss,974,1008,600,C45,,akshayrajwar won by resignation,Chess.com,57
5806,2025.11.29,Black,chubbedup24,1-0,Loss,966,966,600,B28,,chubbedup24 won by resignation,Chess.com,55
5807,2025.11.29,Black,noddyuk99,1-0,Loss,759,786,180+2,B20,,noddyuk99 won on time,Chess.com,51
5808,2025.11.29,White,prathamesh1104,0-1,Loss,751,753,180+2,C45,,prathamesh1104 won on time,Chess.com,46
5809,2025.11.29,Black,fat-64,0-1,Win,974,977,600,B28,,KatsMeow23 won on time,Chess.com,72
5810,2025.11.29,White,pozitothepunisher,0-1,Loss,966,971,600,C45,,pozitothepunisher won by resignation,Chess.com,76
5811,2025.11.29,White,jeniat81,1-0,Win,974,960,600,C45,,KatsMeow23 won by checkmate,Chess.com,33
5812,2025.11.29,White,jaydog1974,1-0,Win,758,722,180+2,B10,,KatsMeow23 won by checkmate,Chess.com,51
5813,2025.11.30,Black,Cowboys15,1-0,Loss,751,794,180+2,B20,,Cowboys15 won by checkmate,Chess.com,69
5814,2025.11.30,White,sherryplayschess007,0-1,Loss,745,850,180+2,B40,,sherryplayschess007 won on time,Chess.com,96
5815,2025.11.30,Black,BreadPlusButter,1-0,Loss,737,750,180+2,B28,,BreadPlusButter won on time,Chess.com,75
5816,2025.11.30,White,bsalvatore379,1-0,Win,744,693,180+2,C45,,KatsMeow23 won on time,Chess.com,69
5817,2025.11.30,Black,Timotricks,1/2-1/2,Draw,744,750,180+2,A57,,Game drawn by insufficient material,Chess.com,152
5818,2025.12.01,White,asay4456,1-0,Win,752,721,180+2,B10,,KatsMeow23 won by checkmate,Chess.com,39
5819,2025.12.02,White,pmekari,0-1,Loss,743,737,180+2,B10,,pmekari won by resignation,Chess.com,12
5820,2025.12.03,Black,tysomethin,1-0,Loss,735,759,180+2,B28,,tysomethin won on time,Chess.com,53
5821,2025.12.06,Black,MarcelBrune,0-1,Win,742,673,180+2,A56,,KatsMeow23 won on time,Chess.com,46
5822,2025.12.06,Black,wahzedelia,0-1,Win,750,740,180+2,A43,,KatsMeow23 won by resignation,Chess.com,40
5823,2025.12.06,Black,EDouARdT91,0-1,Win,760,809,180+2,A15,,KatsMeow23 won on time,Chess.com,54
5824,2025.12.06,White,may0rst,1-0,Win,768,772,180+2,C45,,KatsMeow23 won on time,Chess.com,53
5825,2025.12.06,White,AnsleyGn,0-1,Loss,760,772,180+2,C45,,AnsleyGn won by checkmate,Chess.com,82
5826,2025.12.06,Black,Aaron926362NoobAtChess,1-0,Loss,752,752,180+2,B30,,Aaron926362NoobAtChess won by checkmate,Chess.com,129
5827,2025.12.06,White,gargaditya797,0-1,Loss,744,746,180+2,C45,,gargaditya797 won by resignation,Chess.com,54
5828,2025.12.06,Black,Cyrkowiec,1-0,Loss,737,793,180+2,B40,,Cyrkowiec won by checkmate,Chess.com,25
5829,2025.12.06,White,Cyrkowiec,0-1,Loss,730,800,180+2,B32,,Cyrkowiec won on time,Chess.com,90
5830,2025.12.06,White,MakeMeAMonkey,1-0,Win,739,715,180+2,C41,,KatsMeow23 won on time,Chess.com,59
5831,2025.12.06,White,ArthurVeidt,1-0,Win,745,661,180+2,C45,,KatsMeow23 won - game abandoned,Chess.com,35
5832,2025.12.07,Black,Kenzsu221,1-0,Loss,736,730,180+2,B23,,Kenzsu221 won by resignation,Chess.com,47
5833,2025.12.07,Black,sirrpb,1-0,Loss,728,738,180+2,B28,,sirrpb won on time,Chess.com,123
5834,2025.12.07,Black,littlegull,1-0,Loss,720,754,180+2,A43,,littlegull won by checkmate,Chess.com,65
5835,2025.12.07,White,PerevozchikovAndrei,1-0,Win,728,717,180+2,C45,,KatsMeow23 won by resignation,Chess.com,55
5836,2025.12.07,Black,kaitlynt,0-1,Win,734,649,180+2,A43,,KatsMeow23 won by checkmate,Chess.com,42
